Investor_name_link,country,Investor_name,Investor_type,state_province
http://www.privco.com/investors/venture-capital/elevate-ventures,United States,Elevate Ventures,Venture Capital,Indiana
http://www.privco.com/investors/business-incubator-sbdc/fish-taco-ventures,United States,Fish Taco Ventures,Business Incubator / SBDC,Indiana
http://www.privco.com/investors/business-incubator-sbdc/flagship-enterprise-center,United States,Flagship Enterprise Center,Business Incubator / SBDC,Indiana
http://www.privco.com/investors/venture-capital/gazelle-techventures-inc,United States,"Gazelle TechVentures, Inc.",Venture Capital,Indiana
http://www.privco.com/investors/venture-capital/gravity-ventures,United States,Gravity Ventures,Venture Capital,Indiana
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Alabama
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity & Venture Capital,Alabama
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Alabama
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Alabama
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Alabama
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Alabama
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Alabama
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Alabama
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Alabama
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Alabama
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Alabama
http://www.privco.com/plan-comparison,United States,View Investor,Angel Investor Group,Alabama
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Alabama
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Alabama
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Alabama
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Alabama
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Alabama
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
http://www.privco.com/investors/private-equity/aavin-equity-partners,United States,AAVIN Equity Partners,Private Equity,Iowa
http://www.privco.com/investors/non-profit/act-inc,United States,"ACT, Inc.",Non-Profit,Iowa
http://www.privco.com/investors/business-incubator-sbdc/ag-ventures-alliance,United States,Ag Ventures Alliance,Business Incubator / SBDC,Iowa
http://www.privco.com/investors/private-equity-venture-capital/bridgepoint-merchant-banking,United States,Bridgepoint Merchant Banking,Private Equity & Venture Capital,Iowa
http://www.privco.com/investors/private-equity/dewaay-capital-management,United States,DeWaay Capital Management,Private Equity,Iowa
http://www.privco.com/investors/business-incubator-sbdc/eastern-iowa-sbdc,United States,Eastern Iowa SBDC,Business Incubator / SBDC,Iowa
http://www.privco.com/investors/business-incubator-sbdc/entrepreneurial-development-center-inc,United States,Entrepreneurial Development Center Inc,Business Incubator / SBDC,Iowa
http://www.privco.com/investors/business-incubator-sbdc/indian-hills-sbdc-ottumwa,United States,Indian Hills SBDC - OTTUMWA,Business Incubator / SBDC,Iowa
http://www.privco.com/investors/business-incubator-sbdc/innovation-incubator,United States,Innovation Incubator,Business Incubator / SBDC,Iowa
http://www.privco.com/investors/small-business-investment-company-sbic/investamerica-investment-advisors-inc,United States,"InvestAmerica Investment Advisors, Inc.",Small Business Investment Company (SBIC),Iowa
http://www.privco.com/investors/private-equity-venture-capital/iowa-city-capital-partners,United States,Iowa City Capital Partners,Private Equity & Venture Capital,Iowa
http://www.privco.com/investors/business-incubator-sbdc/iowa-sbdcs,United States,Iowa SBDC,Business Incubator / SBDC,Iowa
http://www.privco.com/investors/business-incubator-sbdc/iowa-state-innovation-system,United States,Iowa State Innovation System,Business Incubator / SBDC,Iowa
http://www.privco.com/investors/business-incubator-sbdc/iowa-state-university-research-park,United States,Iowa State University Research Park,Business Incubator / SBDC,Iowa
http://www.privco.com/investors/business-incubator-sbdc/entrepreneurial-and-small-business-development-center,United States,Iowa Western SBDC,Business Incubator / SBDC,Iowa
http://www.privco.com/investors/business-incubator-sbdc/john-pappajohn-entrepreneurial-center,United States,John Pappajohn Entrepreneurial Center,Business Incubator / SBDC,Iowa
http://www.privco.com/investors/business-incubator-sbdc/kirkwood-sbdc,United States,Kirkwood SBDC,Business Incubator / SBDC,Iowa
http://www.privco.com/investors/angel-investor-group/lwbj-financial-angel-network,United States,LWBJ Financial Angel Network,Angel Investor Group,Iowa
http://www.privco.com/investors/business-incubator-sbdc/mid-iowa-sbdc,United States,Mid Iowa SBDC,Business Incubator / SBDC,Iowa
http://www.privco.com/investors/business-incubator-sbdc/new-ventures-inc,United States,New Ventures Inc.,Business Incubator / SBDC,Iowa
http://www.privco.com/investors/business-incubator-sbdc/north-central-iowa-sbdc,United States,North Central Iowa SBDC,Business Incubator / SBDC,Iowa
http://www.privco.com/investors/venture-capital/north-iowa-venture-capital-fund-llc,United States,North Iowa Venture Capital Fund LLC,Venture Capital,Iowa
http://www.privco.com/investors/venture-capital/oakview-group,United States,Oakview Group,Venture Capital,Iowa
http://www.privco.com/investors/venture-capital/pappajohn-capital-resources,United States,Pappajohn Capital Resources,Venture Capital,Iowa
http://www.privco.com/investors/business-incubator-sbdc/pappajohn-entrepreneurial-center,United States,Pappajohn Entrepreneurial Center,Business Incubator / SBDC,Iowa
http://www.privco.com/investors/business-incubator-sbdc/alliance-for-technology-commercialization,United States,Alliance for Technology Commercialization,Business Incubator / SBDC,Kansas
http://www.privco.com/investors/angel-investor-group/angel-capital-association,United States,Angel Capital Association,Angel Investor Group,Kansas
http://www.privco.com/investors/business-incubator-sbdc/bioscience-and-technology-business-center,United States,Bioscience & Technology Business Center,Business Incubator / SBDC,Kansas
http://www.privco.com/investors/private-equity/cochener-garvey-capital-partners,United States,Cochener Garvey Capital Partners,Private Equity,Kansas
http://www.privco.com/investors/other-investment-firm/demetree-salt-llc,United States,Demetree Salt LLC,Other Investment Firm,Kansas
http://www.privco.com/investors/business-incubator-sbdc/emporia-state-univeristy-ksbdc,United States,Emporia State Univeristy KSBDC,Business Incubator / SBDC,Kansas
http://www.privco.com/investors/business-incubator-sbdc/enterprise-center-of-johnson-county,United States,Enterprise Center of Johnson County,Business Incubator / SBDC,Kansas
http://www.privco.com/investors/private-equity-venture-capital/flyover-capital,United States,Flyover Capital,Private Equity & Venture Capital,Kansas
http://www.privco.com/investors/business-incubator-sbdc/fort-hays-state-university-ksbdc,United States,Fort Hays State University KSBDC,Business Incubator / SBDC,Kansas
http://www.privco.com/investors/venture-capital/full-tilt-ventures,United States,Full Tilt Ventures,Venture Capital,Kansas
http://www.privco.com/investors/business-incubator-sbdc/garden-city-community-college-ksbdc,United States,Garden City Community College KSBDC,Business Incubator / SBDC,Kansas
http://www.privco.com/investors/private-equity/great-range-capital,United States,Great Range Capital,Private Equity,Kansas
http://www.privco.com/investors/business-incubator-sbdc/greensburg-outreach-center-ksbdc,United States,Greensburg Outreach Center KSBDC,Business Incubator / SBDC,Kansas
http://www.privco.com/investors/private-equity-venture-capital/jabara-ventures,United States,Jabara Ventures,Private Equity & Venture Capital,Kansas
http://www.privco.com/investors/business-incubator-sbdc/johnson-county-community-college-ksbdc,United States,Johnson County Community College KSBDC,Business Incubator / SBDC,Kansas
http://www.privco.com/investors/business-incubator-sbdc/kansas-bioscience-authority,United States,Kansas Bioscience Authority,Business Incubator / SBDC,Kansas
http://www.privco.com/investors/business-incubator-sbdc/kansas-sbdc,United States,Kansas SBDC,Business Incubator / SBDC,Kansas
http://www.privco.com/investors/business-incubator-sbdc/kansas-technology-enterprise-corporation-ktec,United States,Kansas Technology Enterprise Corporation (KTEC),Business Incubator / SBDC,Kansas
http://www.privco.com/investors/business-incubator-sbdc/kansas-university-medical-center-research-institute-inc,United States,"Kansas University Medical Center Research Institute, Inc.",Business Incubator / SBDC,Kansas
http://www.privco.com/investors/private-equity-venture-capital/kansas-venture-capital-inc,United States,"Kansas Venture Capital, Inc.",Private Equity & Venture Capital,Kansas
http://www.privco.com/investors/private-equity/koch-industries-private-equity,United States,Koch Industries Private Equity,Private Equity,Kansas
http://www.privco.com/investors/angel-individual/lance-melber,United States,Lance Melber,Angel / Individual,Kansas
http://www.privco.com/investors/business-incubator-sbdc/lawrence-regional-technology-center,United States,Lawrence Regional Technology Center,Business Incubator / SBDC,Kansas
http://www.privco.com/investors/venture-capital/lawrence-ventures,United States,Lawrence Ventures,Venture Capital,Kansas
http://www.privco.com/investors/angel-investor-group/mid-america-angels,United States,Mid-America Angels,Angel Investor Group,Kansas
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Arizona
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Arizona
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Arizona
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Arizona
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Arizona
http://www.privco.com/plan-comparison,United States,View Investor,Angel Investor Group,Arizona
http://www.privco.com/plan-comparison,United States,View Investor,Angel / Individual,Arizona
http://www.privco.com/plan-comparison,United States,View Investor,Angel / Individual,Arizona
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Arizona
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Arizona
http://www.privco.com/plan-comparison,United States,View Investor,Small Business Investment Company (SBIC),Arizona
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Arizona
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Arizona
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Arizona
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Arizona
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Arizona
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Arizona
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Arizona
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Arizona
http://www.privco.com/plan-comparison,United States,View Investor,Lender,Arizona
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Arizona
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Arizona
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Arizona
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Arizona
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Arizona
http://www.privco.com/investors/venture-capital/access-ventures,United States,Access Ventures,Venture Capital,Kentucky
http://www.privco.com/investors/business-incubator-sbdc/advanced-science-and-tech-commercialization-center,United States,Advanced Science & Tech Commercialization Center,Business Incubator / SBDC,Kentucky
http://www.privco.com/investors/private-equity/ashhill,United States,"ASHHILL PHARMACEUTICAL INVESTMENTS, LLC",Private Equity,Kentucky
http://www.privco.com/investors/business-incubator-sbdc/ashland-entrepreneur-center,United States,Ashland Entrepreneur Center,Business Incubator / SBDC,Kentucky
http://www.privco.com/investors/business-incubator-sbdc/awesome-inc,United States,Awesome Inc.,Business Incubator / SBDC,Kentucky
http://www.privco.com/investors/private-equity/blue-equity-llc,United States,"Blue Equity, LLC",Private Equity,Kentucky
http://www.privco.com/investors/angel-investor-group/bluegrass-angels,United States,Bluegrass Angels,Angel Investor Group,Kentucky
http://www.privco.com/investors/business-incubator-sbdc/bluegrass-sbdc,United States,Bluegrass SBDC,Business Incubator / SBDC,Kentucky
http://www.privco.com/investors/business-incubator-sbdc/bowling-green-sbdc,United States,Bowling Green SBDC,Business Incubator / SBDC,Kentucky
http://www.privco.com/investors/business-incubator-sbdc/central-region-icc-innovation-and-commercialization-center,United States,Central Region ICC (Innovation and Commercialization Center),Business Incubator / SBDC,Kentucky
http://www.privco.com/investors/venture-capital/chrysalis-ventures,United States,Chrysalis Ventures,Venture Capital,Kentucky
http://www.privco.com/investors/private-equity/cobalt-ventures-llc,United States,Cobalt Ventures LLC,Private Equity,Kentucky
http://www.privco.com/investors/quasi-government-organization/commonwealth-seed-capital-llc,United States,"Commonwealth Seed Capital, LLC",Quasi-Government Organization,Kentucky
http://www.privco.com/investors/other-investment-firm/dippin-dots-llc,United States,"Dippin' Dots, LLC",Other Investment Firm,Kentucky
http://www.privco.com/investors/business-incubator-sbdc/eastern-kentucky-university-sbdc,United States,Eastern Kentucky University SBDC,Business Incubator / SBDC,Kentucky
http://www.privco.com/investors/business-incubator-sbdc/eku-innovation-and-commercialization-center,United States,EKU Innovation & Commercialization Center,Business Incubator / SBDC,Kentucky
http://www.privco.com/investors/business-incubator-sbdc/elizabethtown-sbdc,United States,Elizabethtown SBDC,Business Incubator / SBDC,Kentucky
http://www.privco.com/investors/venture-capital/humana-venture-capital,United States,Humana Venture Capital,Venture Capital,Kentucky
http://www.privco.com/investors/venture-capital/iceberg-ventures-llc,United States,Iceberg Ventures LLC,Venture Capital,Kentucky
http://www.privco.com/investors/venture-capital/ivisionary-ventures-llc,United States,"iVisionary Ventures, LLC",Venture Capital,Kentucky
http://www.privco.com/investors/venture-capital/kentucky-co-investment-partners-lp,United States,"Kentucky Co-Investment Partners, LP",Venture Capital,Kentucky
http://www.privco.com/investors/business-incubator-sbdc/kentucky-highlands-investment-corporation,United States,Kentucky Highlands Investment Corporation,Business Incubator / SBDC,Kentucky
http://www.privco.com/investors/business-incubator-sbdc/kentucky-sbdc,United States,Kentucky SBDC,Business Incubator / SBDC,Kentucky
http://www.privco.com/investors/business-incubator-sbdc/kentucky-sbdc-at-western-kentucky-university-bowling-green,United States,Kentucky SBDC At Western Kentucky University Bowling Green,Business Incubator / SBDC,Kentucky
http://www.privco.com/investors/venture-capital/kentucky-seed-capital-fund,United States,Kentucky Seed Capital Fund,Venture Capital,Kentucky
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,California
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,California
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity & Venture Capital,California
http://www.privco.com/plan-comparison,United States,View Investor,Angel Investor Group,California
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,California
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,California
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,California
http://www.privco.com/plan-comparison,United States,View Investor,Angel / Individual,California
http://www.privco.com/plan-comparison,United States,View Investor,Angel / Individual,California
http://www.privco.com/plan-comparison,United States,View Investor,Angel / Individual,California
http://www.privco.com/plan-comparison,United States,View Investor,Angel / Individual,California
http://www.privco.com/plan-comparison,United States,View Investor,Angel / Individual,California
http://www.privco.com/plan-comparison,United States,View Investor,Angel / Individual,California
http://www.privco.com/plan-comparison,United States,View Investor,Angel / Individual,California
http://www.privco.com/plan-comparison,United States,View Investor,Angel / Individual,California
http://www.privco.com/plan-comparison,United States,View Investor,Angel / Individual,California
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,California
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,California
http://www.privco.com/plan-comparison,United States,View Investor,Angel / Individual,California
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,California
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,California
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,California
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,California
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,California
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,California
http://www.privco.com/investors/venture-capital/1-seed,United Kingdom,#1 Seed,Venture Capital,
http://www.privco.com/investors/venture-capital/dominatefund,United States,#DominateFund,Venture Capital,California
http://www.privco.com/investors/venture-capital/406-ventures-llc,United States,".406 Ventures, LLC",Venture Capital,Massachusetts
http://www.privco.com/investors/venture-capital/1-0-capital-llc,United States,1/0 Capital LLC,Venture Capital,New York
http://www.privco.com/investors/venture-capital/10x-venture-partners,United States,10X Venture Partners,Venture Capital,New Hampshire
http://www.privco.com/investors/business-incubator-sbdc/10x-xelerator,United States,10X Xelerator,Business Incubator / SBDC,Ohio
http://www.privco.com/investors/business-incubator-sbdc/10xelerator,United States,10Xelerator,Business Incubator / SBDC,Ohio
http://www.privco.com/investors/venture-capital/123venture,France,123Venture,Venture Capital,
http://www.privco.com/investors/venture-capital/137-ventures,United States,137 Ventures,Venture Capital,California
http://www.privco.com/investors/venture-capital/14w,United States,14W,Venture Capital,New York
http://www.privco.com/investors/business-incubator-sbdc/1776_WashingtonDC_Incubator,United States,1776 DC Incubator,Business Incubator / SBDC,Washington D.C.
http://www.privco.com/investors/venture-capital/186k-ventures-llp,United States,186K Ventures LLP,Venture Capital,Texas
http://www.privco.com/investors/venture-capital/1a-vastmanlandsfonden,Sweden,1a Vastmanlandsfonden,Venture Capital,
http://www.privco.com/investors/small-business-investment-company-sbic/1to1-venture-partners-llc,United States,"1to1 Venture Partners, LLC",Small Business Investment Company (SBIC),Connecticut
http://www.privco.com/investors/venture-capital/20-20-healthcare-partners-llc,United States,20/20 HealthCare Partners LLC,Venture Capital,Massachusetts
http://www.privco.com/investors/venture-capital/2020-ventures,United States,2020 Ventures,Venture Capital,California
http://www.privco.com/investors/private-equity/21-investimenti,Italy,21 Investimenti,Private Equity,
http://www.privco.com/investors/private-equity/21-partners-spa,Italy,21 Partners SpA,Private Equity,
http://www.privco.com/investors/venture-capital/21-ventures-llc,United States,"21 Ventures, LLC",Venture Capital,New York
http://www.privco.com/investors/venture-capital/212-capital-partners,Turkey,212 Capital Partners,Venture Capital,
http://www.privco.com/investors/venture-capital/212-media-llc,United States,212 Media LLC,Venture Capital,New York
http://www.privco.com/investors/private-equity/21st-century-group-llc,United States,"21st Century Group, LLC",Private Equity,Texas
http://www.privco.com/investors/private-equity-venture-capital/24-haymarket,United Kingdom,24 Haymarket,Private Equity & Venture Capital,
http://www.privco.com/investors/venture-capital/2b-angels,Israel,2B Angels,Venture Capital,
http://www.privco.com/investors/venture-capital/2bangles,Israel,2BAngles,Venture Capital,
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Colorado
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Colorado
http://www.privco.com/plan-comparison,United States,View Investor,Angel Investor Group,Colorado
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Colorado
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Colorado
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Colorado
http://www.privco.com/plan-comparison,United States,View Investor,Angel / Individual,Colorado
http://www.privco.com/plan-comparison,United States,View Investor,Angel / Individual,Colorado
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Colorado
http://www.privco.com/plan-comparison,United States,View Investor,Angel / Individual,Colorado
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Colorado
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Colorado
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Colorado
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Colorado
http://www.privco.com/plan-comparison,United States,View Investor,Non-Profit,Colorado
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Colorado
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Colorado
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Colorado
http://www.privco.com/plan-comparison,United States,View Investor,Angel / Individual,Colorado
http://www.privco.com/plan-comparison,United States,View Investor,Corporate,Colorado
http://www.privco.com/plan-comparison,United States,View Investor,Investment Management Firm,Colorado
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Colorado
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Colorado
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Colorado
http://www.privco.com/plan-comparison,United States,View Investor,University,Colorado
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Connecticut
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Connecticut
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Connecticut
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Connecticut
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Connecticut
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Connecticut
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Connecticut
http://www.privco.com/plan-comparison,United States,View Investor,Investment Management Firm,Connecticut
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Connecticut
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Connecticut
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Connecticut
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Connecticut
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Connecticut
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Connecticut
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Connecticut
http://www.privco.com/plan-comparison,United States,View Investor,Corporate,Connecticut
http://www.privco.com/plan-comparison,United States,View Investor,Quasi-Government Organization,Connecticut
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Connecticut
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Connecticut
http://www.privco.com/plan-comparison,United States,View Investor,Corporate,Connecticut
http://www.privco.com/plan-comparison,United States,View Investor,Investment Management Firm,Connecticut
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Connecticut
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Connecticut
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Connecticut
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Connecticut
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Delaware
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Delaware
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Delaware
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Delaware
http://www.privco.com/plan-comparison,United States,View Investor,Angel / Individual,Delaware
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity & Venture Capital,Delaware
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Delaware
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Delaware
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Delaware
http://www.privco.com/plan-comparison,United States,View Investor,Other Investment Firm,Delaware
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Delaware
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Delaware
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Washington D.C.
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Washington D.C.
http://www.privco.com/plan-comparison,United States,View Investor,Angel / Individual,Washington D.C.
http://www.privco.com/plan-comparison,United States,View Investor,Angel / Individual,Washington D.C.
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Washington D.C.
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Washington D.C.
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Washington D.C.
http://www.privco.com/plan-comparison,United States,View Investor,Government,Washington D.C.
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Washington D.C.
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Washington D.C.
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Washington D.C.
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Washington D.C.
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Washington D.C.
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Washington D.C.
http://www.privco.com/plan-comparison,United States,View Investor,Non-Profit,Washington D.C.
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Washington D.C.
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Washington D.C.
http://www.privco.com/plan-comparison,United States,View Investor,Angel Investor Group,Washington D.C.
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Washington D.C.
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Washington D.C.
http://www.privco.com/plan-comparison,United States,View Investor,Government,Washington D.C.
http://www.privco.com/plan-comparison,United States,View Investor,Government,Washington D.C.
http://www.privco.com/plan-comparison,United States,View Investor,Other Investment Firm,Washington D.C.
http://www.privco.com/plan-comparison,United States,View Investor,Quasi-Government Organization,Washington D.C.
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Washington D.C.
http://www.privco.com/plan-comparison,United States,View Investor,Angel / Individual,Florida
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Florida
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Florida
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity & Venture Capital,Florida
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Florida
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Florida
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Florida
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Florida
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Florida
http://www.privco.com/plan-comparison,United States,View Investor,Angel Investor Group,Florida
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Florida
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Florida
http://www.privco.com/plan-comparison,United States,View Investor,Angel Investor Group,Florida
http://www.privco.com/plan-comparison,United States,View Investor,Angel / Individual,Florida
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Florida
http://www.privco.com/plan-comparison,United States,View Investor,Family Office,Florida
http://www.privco.com/plan-comparison,United States,View Investor,Investment Banking Firm,Florida
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Florida
http://www.privco.com/plan-comparison,United States,View Investor,Angel / Individual,Florida
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Florida
http://www.privco.com/plan-comparison,United States,View Investor,Hedge Fund,Florida
http://www.privco.com/plan-comparison,United States,View Investor,Investment Management Firm,Florida
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Florida
http://www.privco.com/plan-comparison,United States,View Investor,Angel / Individual,Florida
http://www.privco.com/plan-comparison,United States,View Investor,Angel / Individual,Florida
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Georgia
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Georgia
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Georgia
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Georgia
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Georgia
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity & Venture Capital,Georgia
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Georgia
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Georgia
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Georgia
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Georgia
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Georgia
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Georgia
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Georgia
http://www.privco.com/plan-comparison,United States,View Investor,Other Investment Firm,Georgia
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Georgia
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Georgia
http://www.privco.com/plan-comparison,United States,View Investor,Business Incubator / SBDC,Georgia
http://www.privco.com/plan-comparison,United States,View Investor,Private Equity,Georgia
http://www.privco.com/plan-comparison,United States,View Investor,Venture Capital,Georgia
